,order_details_id,order_id,pizza_id,quantity
9322,9323,4082,pep_msh_pep_s,1.0
9323,9324,4083,classic_dlx_s,1.0
9324,9325,4083,spin_pesto_l,1.0
9325,9326,4083,thai_ckn_l,1.0
9326,9327,4084,thai_ckn_s,1.0
9327,9328,4085,mexicana_l,1.0
9328,9329,4086,mediterraneo_l,1.0
9329,9330,4086,mediterraneo_l,1.0
9330,9331,4087,mediterraneo_l,1.0
9331,9332,4087,five_cheese_l,1.0
9332,9333,4087,southw_ckn_s,1.0
9333,9334,4088,pep_msh_pep_s,1.0
9334,9335,4088,the_greek_l,1.0
9335,9336,4089,brie_carre_s,1.0
9336,9337,4089,four_cheese_l,1.0
9337,9338,4089,ital_supr_m,1.0
9338,9339,4089,spicy_ital_l,1.0
9339,9340,4090,cali_ckn_m,1.0
9340,9341,4090,cali_ckn_m,1.0
9341,9342,4091,green_garden_s,1.0
9342,9343,4091,thai_ckn_l,1.0
9343,9344,4092,four_cheese_l,1.0
9344,9345,4092,green_garden_m,1.0
9345,9346,4093,classic_dlx_s,1.0
9346,9347,4093,five_cheese_l,1.0
9347,9348,4093,prsc_argla_s,1.0
9348,9349,4093,spicy_ital_l,1.0
9349,9350,4094,big_meat_s,1.0
9350,9351,4095,mediterraneo_s,1.0
9351,9352,4096,spinach_supr_l,1.0
9352,9353,4097,ckn_pesto_l,1.0
9353,9354,4097,hawaiian_l,1.0
9354,9355,4097,mexicana_l,1.0
9355,9356,4097,pep_msh_pep_s,1.0
9356,9357,4098,hawaiian_s,1.0
9357,9358,4098,spicy_ital_l,1.0
9358,9359,4099,brie_carre_s,1.0
9359,9360,4099,green_garden_m,1.0
9360,9361,4100,hawaiian_l,1.0
9361,9362,4101,hawaiian_l,1.0
9362,9363,4102,big_meat_s,1.0
9363,9364,4102,ckn_pesto_l,1.0
9364,9365,4103,big_meat_s,1.0
9365,9366,4103,pepperoni_s,1.0
9366,9367,4103,sicilian_l,1.0
9367,9368,4103,spicy_ital_s,1.0
9368,9369,4104,southw_ckn_l,1.0
9369,9370,4105,bbq_ckn_m,1.0
9370,9371,4105,ital_cpcllo_l,1.0
9371,9372,4105,mexicana_m,1.0
9372,9373,4105,veggie_veg_s,1.0
9373,9374,4106,big_meat_s,1.0
9374,9375,4106,napolitana_l,1.0
9375,9376,4107,ital_supr_l,1.0
9376,9377,4107,pep_msh_pep_s,1.0
9377,9378,4108,bbq_ckn_l,1.0
9378,9379,4108,four_cheese_m,1.0
9379,9380,4108,mexicana_m,1.0
9380,9381,4108,spicy_ital_l,1.0
9381,9382,4109,spicy_ital_l,1.0
9382,9383,4109,ital_cpcllo_l,1.0
9383,9384,4109,ital_veggie_m,1.0
9384,9385,4109,sicilian_m,1.0
9385,9386,4110,four_cheese_l,1.0
9386,9387,4110,ital_cpcllo_l,1.0
9387,9388,4110,ital_supr_s,1.0
9388,9389,4110,thai_ckn_l,1.0
9389,9390,4111,four_cheese_l,1.0
9390,9391,4111,four_cheese_l,1.0
9391,9392,4112,big_meat_s,1.0
9392,9393,4112,ckn_pesto_m,1.0
9393,9394,4112,thai_ckn_l,1.0
9394,9395,4113,spicy_ital_l,1.0
9395,9396,4114,sicilian_l,1.0
9396,9397,4115,veggie_veg_l,1.0
9397,9398,4116,thai_ckn_s,1.0
9398,9399,4117,southw_ckn_l,1.0
9399,9400,4118,peppr_salami_l,1.0
9400,9401,4119,napolitana_l,1.0
9401,9402,4120,napolitana_s,1.0
9402,9403,4120,pep_msh_pep_l,1.0
9403,9404,4121,brie_carre_s,1.0
9404,9405,4121,five_cheese_l,1.0
9405,9406,4121,hawaiian_l,1.0
9406,9407,4121,ital_veggie_m,1.0
9407,9408,4122,mediterraneo_m,1.0
9408,9409,4122,southw_ckn_m,1.0
9409,9410,4122,veggie_veg_l,1.0
9410,9411,4123,big_meat_s,1.0
9411,9412,4123,calabrese_m,1.0
9412,9413,4123,cali_ckn_l,1.0
9413,9414,4123,ckn_alfredo_l,1.0
9414,9415,4123,five_cheese_l,1.0
9415,9416,4123,green_garden_m,1.0
9416,9417,4123,hawaiian_s,1.0
9417,9418,4123,ital_supr_m,1.0
9418,9419,4123,mexicana_m,1.0
9419,9420,4123,thai_ckn_l,1.0
9420,9421,4123,the_greek_s,1.0
9421,9422,4124,five_cheese_l,1.0
9422,9423,4124,pepperoni_m,1.0
9423,9424,4124,spinach_fet_s,1.0
9424,9425,4124,thai_ckn_m,1.0
9425,9426,4125,bbq_ckn_s,1.0
9426,9427,4126,sicilian_s,1.0
9427,9428,4127,thai_ckn_l,1.0
9428,9429,4128,southw_ckn_s,1.0
9429,9430,4129,five_cheese_l,1.0
9430,9431,4130,calabrese_l,1.0
9431,9432,4130,cali_ckn_l,1.0
9432,9433,4130,southw_ckn_m,1.0
9433,9434,4131,bbq_ckn_m,1.0
9434,9435,4131,bbq_ckn_s,1.0
9435,9436,4131,classic_dlx_m,1.0
9436,9437,4131,mediterraneo_s,1.0
9437,9438,4131,mexicana_m,1.0
9438,9439,4131,pepperoni_m,1.0
9439,9440,4131,pepperoni_m,1.0
9440,9441,4132,green_garden_s,1.0
9441,9442,4132,mexicana_l,1.0
9442,9443,4132,southw_ckn_s,1.0
9443,9444,4132,spinach_supr_s,1.0
9444,9445,4133,southw_ckn_l,1.0
9445,9446,4134,four_cheese_l,1.0
9446,9447,4134,ital_cpcllo_l,1.0
9447,9448,4135,cali_ckn_l,1.0
9448,9449,4135,thai_ckn_l,1.0
9449,9450,4136,thai_ckn_l,1.0
9450,9451,4136,prsc_argla_s,1.0
9451,9452,4136,sicilian_m,1.0
9452,9453,4136,the_greek_xl,1.0
9453,9454,4136,veggie_veg_s,1.0
9454,9455,4137,spinach_fet_s,1.0
9455,9456,4138,pep_msh_pep_s,1.0
9456,9457,4138,spin_pesto_m,1.0
9457,9458,4139,four_cheese_l,1.0
9458,9459,4140,four_cheese_l,1.0
9459,9460,4141,ital_supr_m,1.0
9460,9461,4142,prsc_argla_m,1.0
9461,9462,4142,spinach_supr_m,1.0
9462,9463,4143,thai_ckn_s,1.0
9463,9464,4144,big_meat_s,1.0
9464,9465,4144,the_greek_xl,1.0
9465,9466,4145,mexicana_l,1.0
9466,9467,4145,soppressata_s,1.0
9467,9468,4145,spinach_fet_m,1.0
9468,9469,4145,thai_ckn_l,1.0
9469,9470,4146,mexicana_s,1.0
9470,9471,4147,ital_cpcllo_l,1.0
9471,9472,4147,peppr_salami_l,1.0
9472,9473,4147,peppr_salami_l,2.0
9473,9474,4148,thai_ckn_s,1.0
9474,9475,4149,cali_ckn_m,1.0
9475,9476,4149,five_cheese_l,1.0
9476,9477,4150,brie_carre_s,1.0
9477,9478,4150,mediterraneo_l,1.0
9478,9479,4150,sicilian_l,1.0
9479,9480,4150,spicy_ital_s,1.0
9480,9481,4151,soppressata_s,1.0
9481,9482,4151,spinach_fet_l,1.0
9482,9483,4152,hawaiian_l,1.0
9483,9484,4152,hawaiian_l,1.0
9484,9485,4153,southw_ckn_l,1.0
9485,9486,4153,thai_ckn_s,1.0
9486,9487,4154,ckn_alfredo_l,1.0
9487,9488,4155,five_cheese_l,1.0
9488,9489,4155,hawaiian_s,1.0
9489,9490,4155,southw_ckn_m,1.0
9490,9491,4156,cali_ckn_m,1.0
9491,9492,4157,cali_ckn_m,1.0
9492,9493,4158,calabrese_m,1.0
9493,9494,4158,mexicana_m,1.0
9494,9495,4159,veggie_veg_s,1.0
9495,9496,4160,southw_ckn_m,1.0
9496,9497,4160,thai_ckn_l,1.0
9497,9498,4161,cali_ckn_m,1.0
9498,9499,4161,five_cheese_l,1.0
9499,9500,4161,spin_pesto_m,1.0
9500,9501,4162,big_meat_s,1.0
9501,9502,4162,four_cheese_m,1.0
9502,9503,4162,pepperoni_s,1.0
9503,9504,4163,classic_dlx_s,1.0
9504,9505,4164,four_cheese_m,1.0
9505,9506,4165,four_cheese_m,1.0
9506,9507,4165,prsc_argla_m,1.0
9507,9508,4166,five_cheese_l,1.0
9508,9509,4166,four_cheese_m,1.0
9509,9510,4166,southw_ckn_m,1.0
9510,9511,4166,spicy_ital_m,1.0
9511,9512,4167,big_meat_s,1.0
9512,9513,4167,ckn_alfredo_m,1.0
9513,9514,4167,southw_ckn_l,1.0
9514,9515,4167,veggie_veg_s,1.0
9515,9516,4168,cali_ckn_m,1.0
9516,9517,4168,napolitana_s,1.0
9517,9518,4169,cali_ckn_l,1.0
9518,9519,4170,bbq_ckn_l,1.0
9519,9520,4170,big_meat_s,1.0
9520,9521,4170,spinach_fet_m,1.0
9521,9522,4171,veggie_veg_m,1.0
9522,9523,4172,four_cheese_m,1.0
9523,9524,4173,classic_dlx_m,1.0
9524,9525,4173,spin_pesto_s,1.0
9525,9526,4174,green_garden_s,1.0
9526,9527,4175,green_garden_s,1.0
9527,9528,4176,mediterraneo_l,1.0
9528,9529,4177,calabrese_s,1.0
9529,9530,4177,mexicana_m,1.0
9530,9531,4177,pep_msh_pep_m,1.0
9531,9532,4177,pepperoni_s,1.0
9532,9533,4178,cali_ckn_l,1.0
9533,9534,4178,pep_msh_pep_s,1.0
9534,9535,4179,prsc_argla_l,1.0
9535,9536,4180,hawaiian_m,1.0
9536,9537,4180,peppr_salami_s,1.0
9537,9538,4181,bbq_ckn_l,1.0
9538,9539,4182,cali_ckn_m,1.0
9539,9540,4182,mexicana_m,1.0
9540,9541,4182,spicy_ital_l,1.0
9541,9542,4183,pepperoni_m,1.0
9542,9543,4184,four_cheese_m,1.0
9543,9544,4184,four_cheese_m,1.0
9544,9545,4184,peppr_salami_l,1.0
9545,9546,4184,prsc_argla_l,1.0
9546,9547,4184,prsc_argla_m,1.0
9547,9548,4185,calabrese_l,1.0
9548,9549,4186,calabrese_l,1.0
9549,9550,4186,brie_carre_s,1.0
9550,9551,4186,cali_ckn_m,1.0
9551,9552,4186,green_garden_m,2.0
9552,9553,4186,ital_cpcllo_l,1.0
9553,9554,4186,ital_supr_m,1.0
9554,9555,4186,ital_veggie_m,1.0
9555,9556,4186,napolitana_s,1.0
9556,9557,4186,prsc_argla_l,1.0
9557,9558,4186,southw_ckn_l,1.0
9558,9559,4186,spinach_fet_s,1.0
9559,9560,4186,thai_ckn_l,1.0
9560,9561,4187,ckn_alfredo_m,1.0
9561,9562,4188,thai_ckn_m,1.0
9562,9563,4189,bbq_ckn_l,1.0
9563,9564,4189,classic_dlx_l,1.0
9564,9565,4189,five_cheese_l,2.0
9565,9566,4189,four_cheese_l,1.0
9566,9567,4189,ital_supr_m,1.0
9567,9568,4190,five_cheese_l,1.0
9568,9569,4191,bbq_ckn_l,1.0
9569,9570,4192,soppressata_s,1.0
9570,9571,4192,spinach_supr_l,1.0
9571,9572,4193,sicilian_m,1.0
9572,9573,4194,four_cheese_l,1.0
9573,9574,4194,napolitana_s,1.0
9574,9575,4194,pep_msh_pep_s,1.0
9575,9576,4195,bbq_ckn_l,1.0
9576,9577,4195,four_cheese_l,1.0
9577,9578,4195,four_cheese_l,1.0
9578,9579,4195,sicilian_l,1.0
9579,9580,4196,the_greek_xl,1.0
9580,9581,4197,ital_supr_l,1.0
9581,9582,4198,spinach_fet_m,1.0
9582,9583,4198,veggie_veg_m,1.0
9583,9584,4199,four_cheese_l,1.0
9584,9585,4199,mexicana_m,1.0
9585,9586,4200,four_cheese_l,1.0
9586,9587,4201,sicilian_l,1.0
9587,9588,4201,spinach_fet_l,1.0
9588,9589,4202,spinach_fet_l,1.0
9589,9590,4202,calabrese_m,1.0
9590,9591,4203,calabrese_m,1.0
9591,9592,4203,hawaiian_l,1.0
9592,9593,4203,hawaiian_s,1.0
9593,9594,4204,hawaiian_s,1.0
9594,9595,4204,spinach_supr_m,1.0
9595,9596,4205,brie_carre_s,1.0
9596,9597,4205,pep_msh_pep_m,1.0
9597,9598,4206,calabrese_m,1.0
9598,9599,4206,cali_ckn_l,1.0
9599,9600,4206,ital_veggie_m,1.0
9600,9601,4206,veggie_veg_s,1.0
9601,9602,4207,four_cheese_l,1.0
9602,9603,4207,pep_msh_pep_s,1.0
9603,9604,4207,prsc_argla_l,1.0
9604,9605,4207,prsc_argla_m,1.0
9605,9606,4208,ckn_pesto_s,1.0
9606,9607,4208,ckn_pesto_s,1.0
9607,9608,4208,spicy_ital_s,1.0
9608,9609,4209,ckn_pesto_s,1.0
9609,9610,4209,veggie_veg_l,1.0
9610,9611,4210,cali_ckn_s,1.0
9611,9612,4210,ital_supr_s,1.0
9612,9613,4211,ital_supr_s,1.0
9613,9614,4211,brie_carre_s,1.0
9614,9615,4212,brie_carre_s,1.0
9615,9616,4212,spin_pesto_s,1.0
9616,9617,4213,four_cheese_l,1.0
9617,9618,4213,pep_msh_pep_m,1.0
9618,9619,4214,bbq_ckn_l,1.0
9619,9620,4215,four_cheese_m,1.0
9620,9621,4215,ital_supr_m,1.0
9621,9622,4216,big_meat_s,1.0
9622,9623,4216,pep_msh_pep_s,1.0
9623,9624,4216,southw_ckn_m,1.0
9624,9625,4216,thai_ckn_l,1.0
9625,9626,4217,four_cheese_l,1.0
9626,9627,4218,spin_pesto_l,1.0
9627,9628,4219,bbq_ckn_s,1.0
9628,9629,4219,prsc_argla_m,1.0
9629,9630,4220,mediterraneo_l,1.0
9630,9631,4220,sicilian_s,1.0
9631,9632,4220,veggie_veg_l,1.0
9632,9633,4221,classic_dlx_l,1.0
9633,9634,4222,ital_supr_l,1.0
9634,9635,4223,ital_supr_l,1.0
9635,9636,4224,classic_dlx_m,1.0
9636,9637,4224,classic_dlx_m,1.0
9637,9638,4224,prsc_argla_m,1.0
9638,9639,4225,napolitana_m,1.0
9639,9640,4225,napolitana_s,1.0
9640,9641,4226,four_cheese_l,1.0
9641,9642,4227,pep_msh_pep_s,1.0
9642,9643,4227,spin_pesto_s,1.0
9643,9644,4228,big_meat_s,1.0
9644,9645,4228,ckn_pesto_l,1.0
9645,9646,4228,classic_dlx_m,1.0
9646,9647,4229,sicilian_s,1.0
9647,9648,4230,sicilian_m,1.0
9648,9649,4231,ital_cpcllo_m,1.0
9649,9650,4231,southw_ckn_l,1.0
9650,9651,4232,southw_ckn_l,1.0
9651,9652,4232,classic_dlx_m,1.0
9652,9653,4232,classic_dlx_m,1.0
9653,9654,4232,hawaiian_s,1.0
9654,9655,4232,ital_cpcllo_s,1.0
9655,9656,4232,pepperoni_l,1.0
9656,9657,4232,pepperoni_l,1.0
9657,9658,4232,pepperoni_l,1.0
9658,9659,4232,sicilian_m,1.0
9659,9660,4232,sicilian_s,1.0
9660,9661,4232,the_greek_s,1.0
9661,9662,4232,the_greek_s,1.0
9662,9663,4233,four_cheese_m,1.0
9663,9664,4233,prsc_argla_m,1.0
9664,9665,4233,prsc_argla_m,1.0
9665,9666,4234,four_cheese_l,1.0
9666,9667,4234,pepperoni_m,1.0
9667,9668,4235,pepperoni_m,1.0
9668,9669,4235,hawaiian_s,1.0
9669,9670,4235,pep_msh_pep_m,1.0
9670,9671,4235,spicy_ital_l,1.0
9671,9672,4235,spinach_fet_s,1.0
9672,9673,4236,spinach_fet_s,1.0
9673,9674,4236,hawaiian_s,1.0
9674,9675,4236,hawaiian_s,1.0
9675,9676,4237,thai_ckn_s,1.0
9676,9677,4238,classic_dlx_m,1.0
9677,9678,4238,mexicana_l,1.0
9678,9679,4238,pep_msh_pep_s,1.0
9679,9680,4238,soppressata_s,1.0
9680,9681,4239,pep_msh_pep_l,1.0
9681,9682,4240,ital_cpcllo_s,1.0
9682,9683,4240,veggie_veg_l,1.0
9683,9684,4241,big_meat_s,1.0
9684,9685,4241,thai_ckn_l,1.0
9685,9686,4242,bbq_ckn_m,1.0
9686,9687,4243,four_cheese_l,1.0
9687,9688,4244,four_cheese_l,1.0
9688,9689,4244,ital_supr_m,1.0
9689,9690,4244,sicilian_s,1.0
9690,9691,4245,cali_ckn_s,1.0
9691,9692,4245,classic_dlx_s,1.0
9692,9693,4245,pepperoni_m,1.0
9693,9694,4245,spin_pesto_m,1.0
9694,9695,4246,ckn_alfredo_m,1.0
9695,9696,4247,classic_dlx_m,1.0
9696,9697,4247,four_cheese_l,1.0
9697,9698,4247,pepperoni_l,1.0
9698,9699,4247,spinach_fet_l,1.0
9699,9700,4248,big_meat_s,1.0
9700,9701,4248,ital_cpcllo_s,1.0
9701,9702,4249,ital_cpcllo_l,1.0
9702,9703,4249,mediterraneo_s,1.0
9703,9704,4250,big_meat_s,1.0
9704,9705,4250,big_meat_s,1.0
9705,9706,4251,ital_veggie_s,1.0
9706,9707,4251,sicilian_s,1.0
9707,9708,4251,thai_ckn_s,1.0
9708,9709,4252,five_cheese_l,1.0
9709,9710,4253,five_cheese_l,1.0
9710,9711,4253,thai_ckn_m,1.0
9711,9712,4254,classic_dlx_s,1.0
9712,9713,4254,sicilian_m,1.0
9713,9714,4254,veggie_veg_m,1.0
9714,9715,4255,prsc_argla_m,1.0
9715,9716,4256,mexicana_l,1.0
9716,9717,4256,mexicana_l,1.0
9717,9718,4257,bbq_ckn_l,1.0
9718,9719,4257,ckn_alfredo_m,1.0
9719,9720,4257,ckn_alfredo_m,1.0
9720,9721,4258,southw_ckn_m,1.0
9721,9722,4259,big_meat_s,1.0
9722,9723,4259,big_meat_s,1.0
9723,9724,4260,southw_ckn_l,1.0
9724,9725,4260,southw_ckn_m,1.0
9725,9726,4261,bbq_ckn_m,1.0
9726,9727,4261,hawaiian_s,1.0
9727,9728,4261,pepperoni_m,1.0
9728,9729,4261,pepperoni_m,1.0
9729,9730,4262,green_garden_m,1.0
9730,9731,4263,spin_pesto_m,1.0
9731,9732,4263,thai_ckn_l,1.0
9732,9733,4263,the_greek_m,1.0
9733,9734,4264,classic_dlx_m,1.0
9734,9735,4264,mexicana_l,1.0
9735,9736,4264,napolitana_s,1.0
9736,9737,4264,pepperoni_s,1.0
9737,9738,4265,pepperoni_s,2.0
9738,9739,4265,spicy_ital_m,1.0
9739,9740,4266,bbq_ckn_l,1.0
9740,9741,4266,bbq_ckn_l,1.0
9741,9742,4266,bbq_ckn_l,1.0
9742,9743,4267,bbq_ckn_l,1.0
9743,9744,4267,cali_ckn_l,1.0
9744,9745,4267,thai_ckn_m,1.0
9745,9746,4268,classic_dlx_m,1.0
9746,9747,4269,classic_dlx_s,1.0
9747,9748,4269,ital_supr_m,1.0
9748,9749,4269,southw_ckn_l,1.0
9749,9750,4269,the_greek_xl,1.0
9750,9751,4270,mexicana_l,1.0
9751,9752,4270,pep_msh_pep_m,1.0
9752,9753,4271,big_meat_s,1.0
9753,9754,4271,brie_carre_s,1.0
9754,9755,4271,brie_carre_s,1.0
9755,9756,4272,prsc_argla_m,1.0
9756,9757,4272,prsc_argla_m,1.0
9757,9758,4273,mexicana_l,2.0
9758,9759,4273,pep_msh_pep_l,1.0
9759,9760,4273,pepperoni_m,1.0
9760,9761,4274,four_cheese_l,1.0
9761,9762,4275,ckn_pesto_m,1.0
9762,9763,4276,ital_cpcllo_m,1.0
9763,9764,4276,ital_supr_m,1.0
9764,9765,4276,ital_veggie_l,1.0
9765,9766,4276,ital_veggie_l,1.0
9766,9767,4277,ital_supr_s,1.0
9767,9768,4277,ital_veggie_m,1.0
9768,9769,4278,bbq_ckn_m,1.0
9769,9770,4278,thai_ckn_l,1.0
9770,9771,4279,soppressata_m,1.0
9771,9772,4279,veggie_veg_m,1.0
9772,9773,4280,mexicana_m,1.0
9773,9774,4281,sicilian_s,1.0
9774,9775,4282,mediterraneo_l,1.0
9775,9776,4282,thai_ckn_l,1.0
9776,9777,4283,four_cheese_m,1.0
9777,9778,4283,four_cheese_m,1.0
9778,9779,4284,bbq_ckn_s,1.0
9779,9780,4284,thai_ckn_l,1.0
9780,9781,4285,classic_dlx_m,1.0
9781,9782,4285,ital_cpcllo_l,1.0
9782,9783,4285,peppr_salami_m,1.0
9783,9784,4285,peppr_salami_m,1.0
9784,9785,4286,spin_pesto_l,1.0
9785,9786,4287,big_meat_s,1.0
9786,9787,4287,hawaiian_m,1.0
9787,9788,4288,hawaiian_m,1.0
9788,9789,4288,ital_veggie_l,1.0
9789,9790,4288,spin_pesto_s,1.0
9790,9791,4289,five_cheese_l,1.0
9791,9792,4289,ital_supr_m,1.0
9792,9793,4289,southw_ckn_l,1.0
9793,9794,4290,southw_ckn_l,1.0
9794,9795,4290,spicy_ital_m,1.0
9795,9796,4290,spinach_fet_l,1.0
9796,9797,4291,green_garden_s,1.0
9797,9798,4291,the_greek_s,1.0
9798,9799,4292,pepperoni_m,1.0
9799,9800,4292,pepperoni_m,1.0
9800,9801,4292,thai_ckn_s,1.0
9801,9802,4292,the_greek_xl,1.0
9802,9803,4293,ital_cpcllo_l,1.0
9803,9804,4294,bbq_ckn_s,1.0
9804,9805,4294,spinach_fet_l,1.0
9805,9806,4295,big_meat_s,1.0
9806,9807,4295,four_cheese_l,1.0
9807,9808,4295,pepperoni_l,1.0
9808,9809,4295,spinach_fet_m,1.0
9809,9810,4296,spinach_fet_m,1.0
9810,9811,4297,bbq_ckn_s,1.0
9811,9812,4297,cali_ckn_s,1.0
9812,9813,4297,ckn_alfredo_l,1.0
9813,9814,4297,ckn_alfredo_l,1.0
9814,9815,4298,ckn_alfredo_l,1.0
9815,9816,4298,ital_cpcllo_l,1.0
9816,9817,4299,thai_ckn_m,1.0
9817,9818,4300,bbq_ckn_l,1.0
9818,9819,4300,bbq_ckn_s,1.0
9819,9820,4300,calabrese_m,1.0
9820,9821,4301,four_cheese_m,1.0
9821,9822,4301,napolitana_l,1.0
9822,9823,4302,soppressata_s,1.0
9823,9824,4303,cali_ckn_m,1.0
9824,9825,4303,spicy_ital_l,1.0
9825,9826,4304,green_garden_m,1.0
9826,9827,4305,bbq_ckn_m,1.0
9827,9828,4305,cali_ckn_s,1.0
9828,9829,4305,five_cheese_l,1.0
9829,9830,4305,ital_veggie_m,1.0
9830,9831,4305,napolitana_l,1.0
9831,9832,4305,pep_msh_pep_s,1.0
9832,9833,4305,pepperoni_l,1.0
9833,9834,4305,prsc_argla_s,1.0
9834,9835,4305,sicilian_s,1.0
9835,9836,4305,soppressata_l,1.0
9836,9837,4305,spinach_fet_s,1.0
9837,9838,4305,thai_ckn_m,1.0
9838,9839,4305,thai_ckn_s,1.0
9839,9840,4305,veggie_veg_l,1.0
9840,9841,4306,cali_ckn_l,1.0
9841,9842,4306,mexicana_l,1.0
9842,9843,4306,soppressata_m,1.0
9843,9844,4306,the_greek_m,1.0
9844,9845,4307,the_greek_xxl,1.0
9845,9846,4308,green_garden_s,1.0
9846,9847,4308,green_garden_s,1.0
9847,9848,4309,four_cheese_l,1.0
9848,9849,4310,hawaiian_l,1.0
9849,9850,4310,napolitana_s,1.0
9850,9851,4310,southw_ckn_m,1.0
9851,9852,4310,spicy_ital_l,1.0
9852,9853,4311,ital_supr_m,1.0
9853,9854,4311,mexicana_l,1.0
9854,9855,4311,thai_ckn_l,1.0
9855,9856,4312,cali_ckn_s,1.0
9856,9857,4313,peppr_salami_s,1.0
9857,9858,4314,pep_msh_pep_l,1.0
9858,9859,4314,veggie_veg_l,1.0
9859,9860,4314,veggie_veg_m,1.0
9860,9861,4314,veggie_veg_s,1.0
9861,9862,4315,four_cheese_l,1.0
9862,9863,4315,spinach_supr_m,1.0
9863,9864,4316,five_cheese_l,1.0
9864,9865,4317,big_meat_s,2.0
9865,9866,4317,ckn_alfredo_m,2.0
9866,9867,4317,pep_msh_pep_l,1.0
9867,9868,4318,sicilian_s,1.0
9868,9869,4319,napolitana_l,1.0
9869,9870,4319,spinach_fet_l,1.0
9870,9871,4320,ital_veggie_l,1.0
9871,9872,4320,napolitana_s,1.0
9872,9873,4320,napolitana_s,1.0
9873,9874,4321,spinach_supr_s,1.0
9874,9875,4322,classic_dlx_m,1.0
9875,9876,4322,ital_cpcllo_l,1.0
9876,9877,4322,sicilian_s,1.0
9877,9878,4323,napolitana_m,1.0
9878,9879,4323,spin_pesto_s,1.0
9879,9880,4324,spin_pesto_s,1.0
9880,9881,4325,ital_veggie_m,1.0
9881,9882,4325,ital_veggie_m,1.0
9882,9883,4326,big_meat_s,1.0
9883,9884,4326,spicy_ital_s,1.0
9884,9885,4327,prsc_argla_l,1.0
9885,9886,4328,sicilian_l,1.0
9886,9887,4329,sicilian_l,1.0
9887,9888,4329,sicilian_m,1.0
9888,9889,4330,cali_ckn_m,1.0
9889,9890,4330,classic_dlx_m,1.0
9890,9891,4330,classic_dlx_m,1.0
9891,9892,4331,four_cheese_l,1.0
9892,9893,4331,pepperoni_m,1.0
9893,9894,4332,pepperoni_m,1.0
9894,9895,4333,big_meat_s,1.0
9895,9896,4333,spinach_fet_s,1.0
9896,9897,4334,peppr_salami_l,1.0
9897,9898,4335,mexicana_l,1.0
9898,9899,4336,sicilian_m,1.0
9899,9900,4337,hawaiian_s,1.0
9900,9901,4337,spicy_ital_l,1.0
9901,9902,4338,spicy_ital_l,1.0
9902,9903,4339,soppressata_s,1.0
9903,9904,4340,calabrese_m,1.0
9904,9905,4340,ital_cpcllo_l,1.0
9905,9906,4341,pep_msh_pep_l,1.0
9906,9907,4341,prsc_argla_l,1.0
9907,9908,4342,ital_supr_l,1.0
9908,9909,4342,pep_msh_pep_s,1.0
9909,9910,4342,peppr_salami_s,1.0
9910,9911,4342,peppr_salami_s,1.0
9911,9912,4343,hawaiian_s,1.0
9912,9913,4343,ital_supr_m,1.0
9913,9914,4343,napolitana_l,1.0
9914,9915,4343,napolitana_l,1.0
9915,9916,4344,pep_msh_pep_l,1.0
9916,9917,4344,pep_msh_pep_l,1.0
9917,9918,4345,cali_ckn_m,1.0
9918,9919,4345,napolitana_m,1.0
9919,9920,4345,the_greek_s,1.0
9920,9921,4346,cali_ckn_m,1.0
9921,9922,4346,cali_ckn_m,1.0
9922,9923,4347,brie_carre_s,1.0
9923,9924,4348,veggie_veg_s,1.0
9924,9925,4349,napolitana_l,1.0
9925,9926,4350,cali_ckn_l,1.0
9926,9927,4350,classic_dlx_m,1.0
9927,9928,4350,five_cheese_l,1.0
9928,9929,4350,spicy_ital_l,1.0
9929,9930,4351,bbq_ckn_m,1.0
9930,9931,4351,hawaiian_m,1.0
9931,9932,4351,hawaiian_m,1.0
9932,9933,4351,spinach_fet_s,1.0
9933,9934,4352,big_meat_s,1.0
9934,9935,4352,ckn_pesto_s,1.0
9935,9936,4353,ital_veggie_l,1.0
9936,9937,4354,spin_pesto_s,1.0
9937,9938,4354,the_greek_xl,1.0
9938,9939,4355,four_cheese_m,1.0
9939,9940,4356,bbq_ckn_m,1.0
9940,9941,4356,cali_ckn_m,1.0
9941,9942,4356,napolitana_s,1.0
9942,9943,4356,sicilian_s,2.0
9943,9944,4357,bbq_ckn_m,1.0
9944,9945,4357,big_meat_s,1.0
9945,9946,4357,hawaiian_m,1.0
9946,9947,4357,pep_msh_pep_l,1.0
9947,9948,4358,classic_dlx_s,1.0
9948,9949,4358,classic_dlx_s,1.0
9949,9950,4358,pepperoni_m,1.0
9950,9951,4359,ital_supr_l,1.0
9951,9952,4359,napolitana_s,1.0
9952,9953,4359,veggie_veg_s,1.0
9953,9954,4360,ital_supr_m,1.0
9954,9955,4361,ital_supr_m,1.0
9955,9956,4362,calabrese_s,1.0
9956,9957,4363,calabrese_m,2.0
9957,9958,4363,four_cheese_l,1.0
9958,9959,4363,green_garden_m,1.0
9959,9960,4363,hawaiian_l,1.0
9960,9961,4363,ital_supr_m,1.0
9961,9962,4363,pepperoni_s,1.0
9962,9963,4363,peppr_salami_s,1.0
9963,9964,4363,spinach_fet_s,1.0
9964,9965,4363,thai_ckn_s,1.0
9965,9966,4363,thai_ckn_s,1.0
9966,9967,4364,five_cheese_l,1.0
9967,9968,4364,four_cheese_l,1.0
9968,9969,4364,ital_cpcllo_l,1.0
9969,9970,4364,ital_supr_m,2.0
